inspect_model_name,epoch_model_name,Organization,accuracy,stderr,cot
openai/gpt-4o,GPT-4o,OpenAI,0.4371859296482412,0.03525193544123143,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.40703517587939697,0.03491385802519048,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.38190954773869346,0.034528179465409925,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.41708542713567837,0.035041474244182316,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.40703517587939697,0.03491385802519048,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.41708542713567837,0.035041474244182316,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.4271356783919598,0.03515411887563423,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.4120603015075377,0.034979547374003786,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.3768844221105528,0.03443941793177597,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.4271356783919598,0.03515411887563423,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.4020100502512563,0.03484438491844332,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.34673366834170855,0.033822877290110485,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.4371859296482412,0.03525193544123143,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.4120603015075377,0.034979547374003786,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.3768844221105528,0.03443941793177597,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.35678391959798994,0.034044619734995264,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.3869346733668342,0.03461302901134309,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.36180904522613067,0.03414934964098813,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.40703517587939697,0.03491385802519048,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.35175879396984927,0.03393580874720538,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.4371859296482412,0.03525193544123144,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.38190954773869346,0.034528179465409925,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.4472361809045226,0.035335047084973176,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.4321608040201005,0.03520487250258459,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.4221105527638191,0.03509965855032934,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.4371859296482412,0.03525193544123143,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.4321608040201005,0.03520487250258459,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.4472361809045226,0.035335047084973176,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.4472361809045226,0.035335047084973176,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.4271356783919598,0.03515411887563423,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.3869346733668342,0.03461302901134309,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.39195979899497485,0.034693995271705164,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.40703517587939697,0.03491385802519048,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.34673366834170855,0.033822877290110485,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.38190954773869346,0.034528179465409925,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.4020100502512563,0.03484438491844332,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.37185929648241206,0.03434671408143737,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.3869346733668342,0.03461302901134309,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.38190954773869346,0.034528179465409925,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.35678391959798994,0.034044619734995264,No CoT
