inspect_model_name,task,task_args,prompt_schema,total_samples,accuracy,stderr,total_tokens,input_tokens,output_tokens,run_id,eval_start_time,eval_end_time,results_generated_time,filename,cot_scoring
together/deepseek-ai/DeepSeek-V3,lab_bench,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.4120603015075377,0.034979547374003786,20839,20043,796,mhTnNxrPQJB9dFTZRzJ9FJ,2025-02-01T16:09:00-05:00,2025-02-01T16:09:00-05:00,2025-02-09T16:08:03,2025-02-01T16-08-46-05-00_lab-bench_egUfvXUD66mmDLNR7GtuAB.json,False
together/deepseek-ai/DeepSeek-V3,lab_bench,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.457286432160804,0.03540355736865703,20843,20041,802,oUS2KnRMin2WzbXZwdRqbi,2025-02-01T16:08:20-05:00,2025-02-01T16:08:20-05:00,2025-02-09T16:08:03,2025-02-01T16-08-06-05-00_lab-bench_bomTYPN8pfzx5NrcdgxZCh.json,False
together/deepseek-ai/DeepSeek-V3,lab_bench,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.45226130653266333,0.035371121670259215,20852,20041,811,Ld2tdggruAdPxERbbfNjUu,2025-02-01T16:07:05-05:00,2025-02-01T16:07:05-05:00,2025-02-09T16:08:03,2025-02-01T16-06-51-05-00_lab-bench_G6sKsLmTmAsLkHPp92fExD.json,False
together/deepseek-ai/DeepSeek-V3,lab_bench,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.4271356783919598,0.03515411887563423,20842,20042,800,Su4bvMFLTBQPiEoJogaJ8U,2025-02-01T16:09:15-05:00,2025-02-01T16:09:15-05:00,2025-02-09T16:08:03,2025-02-01T16-09-01-05-00_lab-bench_FUTMNwTuRLHzoDfdEZqGVX.json,False
together/deepseek-ai/DeepSeek-V3,lab_bench,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.4321608040201005,0.03520487250258459,20838,20042,796,NMpi7eRY3kV6qLhHFxEXXP,2025-02-01T16:07:36-05:00,2025-02-01T16:07:36-05:00,2025-02-09T16:08:03,2025-02-01T16-07-22-05-00_lab-bench_LCRLJFWPMPDsCNW7BSLzgM.json,False
together/deepseek-ai/DeepSeek-V3,lab_bench,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.39195979899497485,0.034693995271705164,20850,20042,808,Xg5nSzfakwtf4W7oiHbqHF,2025-02-01T16:08:05-05:00,2025-02-01T16:08:05-05:00,2025-02-09T16:08:03,2025-02-01T16-07-51-05-00_lab-bench_Vg8oQVQP59v2FaiHHjoUNz.json,False
together/deepseek-ai/DeepSeek-V3,lab_bench,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.4221105527638191,0.03509965855032934,20839,20041,798,kDRjseTaYcEz4KQbirt7ne,2025-02-01T16:06:50-05:00,2025-02-01T16:06:50-05:00,2025-02-09T16:08:03,2025-02-01T16-06-36-05-00_lab-bench_f7FY2qGKpJX8bVM4usiarg.json,False
together/deepseek-ai/DeepSeek-V3,lab_bench,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.3869346733668342,0.03461302901134309,21103,20042,1061,LUyeW5EDXxLYMCjutAsFWf,2025-02-01T16:07:21-05:00,2025-02-01T16:07:21-05:00,2025-02-09T16:08:03,2025-02-01T16-07-06-05-00_lab-bench_6nsDgsoLu7uPUfRqPPre6V.json,False
together/deepseek-ai/DeepSeek-V3,lab_bench,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.41708542713567837,0.035041474244182316,20850,20041,809,EwNkjGzCusUxXLLGM6K5Lh,2025-02-01T16:07:50-05:00,2025-02-01T16:07:50-05:00,2025-02-09T16:08:03,2025-02-01T16-07-37-05-00_lab-bench_3Ds6sPRgaSrRy3Wvxh5jXC.json,False
together/deepseek-ai/DeepSeek-V3,lab_bench,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.4271356783919598,0.03515411887563423,20849,20041,808,ABAyJvAJkZ9e4Awk6U7Mzn,2025-02-01T16:08:45-05:00,2025-02-01T16:08:45-05:00,2025-02-09T16:08:03,2025-02-01T16-08-31-05-00_lab-bench_MPwHshEgg8a2z6m3EZXzzh.json,False
