inspect_model_name,task,task_args,prompt_schema,total_samples,accuracy,stderr,total_tokens,input_tokens,output_tokens,run_id,eval_start_time,eval_end_time,results_generated_time,filename,cot_scoring
anthropic/claude-3-opus-20240229,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8523076923076923,0.009844021797946783,218878,208228,10650,mSnuSQuLjcPDDLQq27Zbnn,2024-11-08T11:59:51-05:00,2024-11-08T11:59:51-05:00,2025-01-28T12:07:12,2024-11-08T11-48-22-05-00_mmlu_NPeCEBDDb7cN2iBYSdV83z.json,False
anthropic/claude-3-opus-20240229,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8538461538461538,0.00980145074996114,218764,208228,10536,VUtpWKeYnXszULNW346ubE,2024-11-08T12:46:35-05:00,2024-11-08T12:46:35-05:00,2025-01-28T12:07:12,2024-11-08T12-35-13-05-00_mmlu_FDwZaPLoBJFxmBNp7vWjF3.json,False
anthropic/claude-3-opus-20240229,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8561538461538462,0.009736894346972898,218893,208228,10665,3yUFV3uzJsJYbP5pZHSMhF,2024-11-08T13:10:12-05:00,2024-11-08T13:10:12-05:00,2025-01-28T12:07:13,2024-11-08T12-58-28-05-00_mmlu_RQ4K5GCZ7bAd8UFnoS2LY6.json,False
anthropic/claude-3-opus-20240229,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8561538461538462,0.009736894346972898,219007,208228,10779,JSD4GRe3otbLSW8gy6SjJH,2024-11-08T12:11:32-05:00,2024-11-08T12:11:32-05:00,2025-01-28T12:07:13,2024-11-08T12-00-01-05-00_mmlu_URUGfYdBjVS6KdgBhXQSpB.json,False
anthropic/claude-3-opus-20240229,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8576923076923076,0.009693382940899204,219123,208228,10895,RpwqQA6WCxvJBKzbz2URqR,2024-11-08T12:23:16-05:00,2024-11-08T12:23:16-05:00,2025-01-28T12:07:13,2024-11-08T12-11-43-05-00_mmlu_eLtjwzEZgG3rLonexZukdA.json,False
anthropic/claude-3-opus-20240229,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8561538461538462,0.009736894346972898,218844,208228,10616,GDUYqp55qaXp5jjVytZpsY,2024-11-08T11:48:11-05:00,2024-11-08T11:48:11-05:00,2025-01-28T12:07:13,2024-11-08T11-36-38-05-00_mmlu_cypRPGSzzcRWhc5caYxaqx.json,False
anthropic/claude-3-opus-20240229,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8561538461538462,0.009736894346972898,218751,208228,10523,THD3VCve2LBaNfaQtrPE7q,2024-11-08T12:58:17-05:00,2024-11-08T12:58:17-05:00,2025-01-28T12:07:13,2024-11-08T12-46-46-05-00_mmlu_WJHmvbi6VYCff5gSUMYkBG.json,False
anthropic/claude-3-opus-20240229,benchmarks/run,"{'cls': 'MMLUBenchmark', 'subset': 'all', 'split': 'test'}",zero_shot,1300,0.8561538461538462,0.009736894346972898,216970,208228,8742,kV9VoEasCqF78xtzUqszRL,2024-09-10T16:51:24-04:00,2024-09-10T16:51:24-04:00,2025-01-28T12:07:13,2024-09-10T16-38-14-04-00_benchmarks-run_ZVCRCp7MSXx6dWttS6CaAz.json,False
anthropic/claude-3-opus-20240229,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8569230769230769,0.009715186446900914,219226,208228,10998,jY9yX4JaduHQvr4c8PxrGD,2024-11-08T12:35:01-05:00,2024-11-08T12:35:01-05:00,2025-01-28T12:07:13,2024-11-08T12-23-27-05-00_mmlu_dVBbkuJj5xdCoprenjiDKu.json,False
anthropic/claude-3-opus-20240229,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8446153846153847,0.010051454867191261,219000,208228,10772,Fw67Ed7upQRVH5E5EcoAks,2024-11-08T13:22:48-05:00,2024-11-08T13:22:48-05:00,2025-01-28T12:07:13,2024-11-08T13-10-27-05-00_mmlu_5JUqMiSeLEUSptASDDZVuU.json,False
