inspect_model_name,epoch_model_name,Organization,accuracy,stderr,cot
openai/gpt-4o,GPT-4o,OpenAI,0.6111111111111112,0.04712821257426773,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5555555555555556,0.04803752235190188,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5740740740740741,0.04780343626936791,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5740740740740741,0.04780343626936791,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5833333333333334,0.04766075165356461,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5648148148148148,0.04792898170907059,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.6111111111111112,0.04712821257426773,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5925925925925926,0.04750077341199985,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5833333333333334,0.04766075165356461,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5555555555555556,0.04803752235190188,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.4722222222222222,0.04826217294139892,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.4722222222222222,0.04826217294139894,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.49074074074074076,0.048328535534370526,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.5185185185185185,0.04830366024635331,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.5185185185185185,0.04830366024635331,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.48148148148148145,0.04830366024635331,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.46296296296296297,0.04820403072760628,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.5185185185185185,0.04830366024635331,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.49074074074074076,0.048328535534370526,No CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.49074074074074076,0.048328535534370526,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6111111111111112,0.04712821257426773,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6388888888888888,0.0464345460890627,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.5833333333333334,0.04766075165356461,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6481481481481481,0.04616631111801715,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.5833333333333334,0.04766075165356461,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6481481481481481,0.04616631111801715,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6018518518518519,0.047323326159788126,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6296296296296297,0.046684080330249296,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.5833333333333334,0.04766075165356461,No CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.5925925925925926,0.04750077341199985,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5555555555555556,0.04803752235190188,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5740740740740741,0.04780343626936791,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5833333333333334,0.04766075165356461,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5833333333333334,0.04766075165356461,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.6203703703703703,0.04691521224077745,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5740740740740741,0.04780343626936791,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5740740740740741,0.04780343626936791,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5833333333333334,0.04766075165356461,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5648148148148148,0.04792898170907059,No CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5277777777777778,0.04826217294139892,No CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5370370370370371,0.04798034492329637,CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5555555555555556,0.04781460921243724,CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5462962962962963,0.04790583480943956,CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5462962962962963,0.04790583480943956,CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5555555555555556,0.04781460921243724,CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5092592592592593,0.04810427197841991,CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5370370370370371,0.04798034492329637,CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5185185185185185,0.04807951212159639,CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5648148148148148,0.04770657224119992,CoT
openai/gpt-4o,GPT-4o,OpenAI,0.5,0.048112522432468816,CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.46296296296296297,0.04798034492329637,CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.4074074074074074,0.04728035100031299,CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.46296296296296297,0.04798034492329637,CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.4351851851851852,0.047706572241199924,CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.46296296296296297,0.04798034492329637,CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.3888888888888889,0.04690951899250205,CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.3888888888888889,0.04690951899250205,CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.4166666666666667,0.04743958687944258,CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.4722222222222222,0.048038217334177104,CoT
google/gemini-1.5-pro,Gemini 1.5 Pro,Google DeepMind,0.4351851851851852,0.047706572241199924,CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.5833333333333334,0.04743958687944259,CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6018518518518519,0.047103727173668265,CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6111111111111112,0.04690951899250205,CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.5462962962962963,0.04790583480943956,CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.5833333333333334,0.04743958687944259,CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6574074074074074,0.045666150452605324,CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6759259259259259,0.04503600088603043,CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.5925925925925926,0.04728035100031299,CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.5648148148148148,0.04770657224119992,CoT
anthropic/claude-3-5-sonnet-20240620,Claude 3.5 Sonnet,Anthropic,0.6111111111111112,0.04690951899250205,CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5092592592592593,0.04810427197841991,CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5648148148148148,0.04770657224119992,CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.49074074074074076,0.04810427197841991,CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5462962962962963,0.04790583480943956,CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.48148148148148145,0.04807951212159639,CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5555555555555556,0.04781460921243724,CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.49074074074074076,0.04810427197841991,CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5092592592592593,0.04810427197841991,CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5462962962962963,0.04790583480943956,CoT
together/meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Llama 3.1-405B,Meta AI,0.5,0.048112522432468816,CoT
